V1,V2,V3,V4,V5,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,suburb,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_3QwedcdVDO6QUjr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:24:29,2015-03-19 17:30:02,1,1262818804,iZXUO4qzTRRZRptpk8pbrg**,27197,Qual712-0618WaterUtilities,1,NA,333,18980166596923,1,2,1,1,1,7,7,7,7,1,1,1,1,5,3,1,6,5,5,6,5,5,5,6,6,6,5,4,6,4,5,4,6,5
R_ea4N2RRUZp1J8Lb,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:29:45,2015-03-19 17:31:32,1,1257487339,iZXUO4qzTRQowUxtzVgjKg**,27197,Qual712-0618WaterUtilities,2,attention,107,NA,1,1,1,4,2,4,4,7,3,4,4,6,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_exI672NPxzkCqz3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:28:28,2015-03-19 17:32:16,1,1234026567,iZXUO4qzTRRxx6VbQvrgdQ**,27197,Qual712-0618WaterUtilities,1,NA,228,18547419274813,1,1,1,1,4,7,7,7,4,4,4,4,4,4,2,1,7,4,6,4,7,6,6,5,7,5,6,6,5,5,5,6,5,6
R_bC2T1TgksNWp725,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:29:36,2015-03-19 17:34:02,1,1275139625,iZXUO4qzTRQ0qwd7bMFYow**,27197,Qual712-0618WaterUtilities,1,NA,266,19165348536553,1,2,1,1,2,6,6,5,6,2,2,3,3,5,3,1,6,6,6,6,5,5,6,5,5,5,6,5,5,7,7,6,6,5
R_cCPVHuTbHVMtJ9X,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:36:16,2015-03-19 17:36:33,1,1278631461,iZXUO4qzTRS42f3Jc6jZnA**,27197,Qual712-0618WaterUtilities,2,otherCity,17,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2fydozFUYN8IpF3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:21:37,2015-03-19 17:38:04,1,1111962607,iZXUO4qzTRQw4pvOMVY1pw**,27197,Qual712-0618WaterUtilities,1,NA,987,16712797956013,1,3,1,1,1,3,7,7,4,4,3,4,4,1,1,1,7,7,7,7,7,7,7,4,7,4,7,7,4,4,7,4,7,4
R_2nHI2jDcIVRfhXf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:41:19,2015-03-19 17:45:53,1,1277923261,iZXUO4qzTRTyTDcQQinE1A**,27197,Qual712-0618WaterUtilities,1,NA,274,19207186585633,1,1,1,3,3,4,5,3,3,5,6,5,6,3,2,1,6,5,5,4,6,5,4,5,4,5,3,4,6,4,6,6,5,6
R_8qpXY8q9ZeARfPD,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:43:30,2015-03-19 17:48:04,1,1260358924,iZXUO4qzTRSMcXEppHBqJA**,27197,Qual712-0618WaterUtilities,1,NA,274,18943194600523,1,2,1,1,1,7,7,7,1,7,6,4,4,1,1,1,6,6,5,3,6,5,7,4,6,4,5,4,4,4,4,6,4,1
R_0SWs7lTTPOJfC9T,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:49:09,2015-03-19 17:53:24,1,1079214361,iZXUO4qzTRQNocLTEiNDZQ**,27197,Qual712-0618WaterUtilities,1,NA,255,16220591818633,1,3,1,1,1,7,7,7,2,7,2,7,4,1,3,1,7,6,7,6,6,4,5,4,6,4,6,4,4,5,4,5,4,3
R_eaPIIQl4NKfsAWF,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:54:22,2015-03-19 17:57:10,1,1131920160,iZXUO4qzTRQFqxWWXlg4OA**,27197,Qual712-0618WaterUtilities,1,NA,168,17012759977603,1,1,1,1,1,5,6,7,3,6,6,6,6,1,1,1,7,7,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,7
R_9p1arUeFlxIsKS9,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:52:33,2015-03-19 17:58:13,1,1141363508,iZXUO4qzTRQs3UlQZxetRg**,27197,Qual712-0618WaterUtilities,1,NA,340,17154693498043,1,1,1,1,1,7,7,7,4,4,2,7,1,2,1,1,7,4,5,5,7,5,7,5,6,6,6,4,4,3,4,6,4,6
R_0SrUBbBvrN1RHSd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:43:27,2015-03-19 18:01:33,1,1277768786,iZXUO4qzTRS1Tw5bYAiQYg**,27197,Qual712-0618WaterUtilities,1,NA,1086,19204864826383,1,1,1,1,1,7,7,7,1,7,2,7,6,1,1,1,6,6,6,6,6,6,6,4,6,4,4,4,6,4,4,6,4,4
R_56jlJDEvfPpHY9v,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:33:28,2015-03-19 18:01:50,1,1233648619,iZXUO4qzTRSaptymIGty0g**,27197,Qual712-0618WaterUtilities,1,NA,1702,18541738716373,1,1,1,2,2,4,4,7,3,4,5,3,3,2,2,1,6,1,2,1,5,6,5,4,3,3,5,4,4,4,4,4,4,4
R_eDLJwin50zRMBIF,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:58:47,2015-03-19 18:03:32,1,1275953503,iZXUO4qzTRQU0KmO-Mqfzg**,27197,Qual712-0618WaterUtilities,1,NA,285,19177581122893,1,1,1,1,4,7,7,7,7,1,1,4,4,2,1,1,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7
R_bw0cQUjY3Bo9nnf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:01:43,2015-03-19 18:03:41,1,1274213246,iZXUO4qzTRRcZ6bOAI63Xw**,27197,Qual712-0618WaterUtilities,2,attention,118,NA,1,2,1,3,3,3,6,6,6,3,3,4,3,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0CXvW06myvygOhL,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:01:34,2015-03-19 18:08:58,1,1278072878,iZXUO4qzTRSCtM2Abh6d5w**,27197,Qual712-0618WaterUtilities,2,attention,444,NA,1,1,1,3,1,3,3,2,3,3,3,2,2,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7OjveLYiZJNKvzv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:05:46,2015-03-19 18:09:41,1,1258991985,iZXUO4qzTRTwkme3k6e7og**,27197,Qual712-0618WaterUtilities,1,NA,235,18922649507353,1,1,1,2,1,6,4,7,3,5,4,5,3,1,1,1,7,5,4,6,6,6,6,6,6,6,6,6,5,5,6,7,6,5
R_1OgNnw80I9NWZKt,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:12:33,2015-03-19 18:17:24,1,1259492229,iZXUO4qzTRTD-hgxnlw4Bw**,27197,Qual712-0618WaterUtilities,2,attention,291,NA,1,1,1,1,1,7,7,7,4,4,5,4,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e3fl2mtyzf73zY9,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:19:59,2015-03-19 18:22:27,1,1278082673,iZXUO4qzTRS7vRqKEijYmw**,27197,Qual712-0618WaterUtilities,1,NA,148,19209582547993,1,1,1,1,2,3,7,4,7,2,6,1,5,6,6,1,5,6,5,7,6,5,5,6,7,7,6,6,6,6,6,7,7,7
R_cIv93KfzoNpCtBH,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:19:54,2015-03-19 18:23:04,1,1140352579,iZXUO4qzTRSxvIRox_kE2w**,27197,Qual712-0618WaterUtilities,1,NA,190,17139499235173,1,3,1,1,1,7,7,7,4,4,1,4,4,1,1,1,7,7,7,7,7,4,7,4,4,4,7,4,4,4,4,4,4,4
R_bEPhoXgUKosN8qN,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:16:30,2015-03-19 18:32:12,1,1278556123,iZXUO4qzTRTKS3fJI1L9IQ**,27197,Qual712-0618WaterUtilities,2,attention,942,NA,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1TU3hXxwLOqG31X,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:31:11,2015-03-19 18:33:34,1,1123363450,iZXUO4qzTRTsqmziLlwvtA**,27197,Qual712-0618WaterUtilities,1,NA,143,16884152626303,1,1,1,2,5,3,4,5,2,4,5,6,5,2,1,1,6,6,5,5,5,5,4,4,4,4,4,4,4,3,5,4,4,4
R_6VEDwSwPcJVVulv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:28:30,2015-03-19 18:39:12,1,1274159460,iZXUO4qzTRSxl0Etvjo_aA**,27197,Qual712-0618WaterUtilities,1,NA,642,19150616656603,1,1,1,2,5,3,6,6,6,2,2,2,2,6,5,1,5,5,6,5,6,6,5,6,6,6,6,6,6,6,6,5,6,6
R_0dLmZCh1SVUw63z,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:37:52,2015-03-19 18:40:44,1,1267439654,iZXUO4qzTRRuCZLB7tn_Ag**,27197,Qual712-0618WaterUtilities,1,NA,172,19049617972423,1,1,1,7,6,2,6,3,5,5,1,4,4,5,6,1,7,6,5,5,6,6,5,7,7,6,5,5,6,6,6,7,6,6
R_74ivsnjdaggYnR3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:43:27,2015-03-19 18:49:57,1,1278599516,iZXUO4qzTRQZtnx7pl4eew**,27197,Qual712-0618WaterUtilities,1,NA,390,19217350698283,1,1,1,1,1,2,6,7,2,6,7,5,4,1,1,1,7,7,1,2,5,4,5,5,4,5,5,4,2,4,4,5,5,4
R_2rxVL1VXTnob9aZ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:54:02,2015-03-19 18:56:34,1,1218024405,iZXUO4qzTRQjTULUXUX5UQ**,27197,Qual712-0618WaterUtilities,1,NA,152,18306906779953,1,1,1,1,1,7,7,7,7,4,1,4,1,4,1,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
R_2iAcREkWwSZhxWZ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:57:12,2015-03-19 18:58:58,1,1079191490,iZXUO4qzTRRoZOAAi5rgUQ**,27197,Qual712-0618WaterUtilities,1,NA,106,16220248067503,1,1,1,1,1,7,7,7,4,7,1,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_et9jr7qnxuPOIJv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:07:19,2015-03-19 19:07:42,1,1277791458,iZXUO4qzTRSyPgJip1i__g**,27197,Qual712-0618WaterUtilities,2,otherCity,23,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8ps8SZwzwhWAdy5,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:07:11,2015-03-19 19:12:17,1,1278484961,iZXUO4qzTRSeJQd9HtG5ww**,27197,Qual712-0618WaterUtilities,2,attention,306,NA,1,1,1,1,2,7,7,7,4,7,1,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_esx2zx4XKpUJ1KR,Default Response Set,Anonymous,NA,NA,0,2015-03-19 18:09:14,2015-03-19 19:14:02,1,1271538064,iZXUO4qzTRRFmj2FlgFATg**,27197,Qual712-0618WaterUtilities,1,NA,3888,19111217074723,1,1,1,6,7,6,7,7,6,6,6,5,6,6,6,1,7,6,6,6,7,7,7,7,7,7,6,7,6,6,6,6,6,7
R_0OMAIlu4TJoJkZ7,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:05:30,2015-03-19 19:15:03,1,1256035183,iZXUO4qzTRRBUwtmwU8HSg**,27197,Qual712-0618WaterUtilities,1,NA,573,18878208773293,1,1,1,1,1,7,6,7,4,4,1,4,3,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_a36dVRIwrJsIQND,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:18:16,2015-03-19 19:18:53,1,1277321265,iZXUO4qzTRTTIluXyYiqjQ**,27197,Qual712-0618WaterUtilities,2,otherCity,37,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_elF7L2BUAWCQx5r,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:19:26,2015-03-19 19:20:57,1,1260544572,iZXUO4qzTRSNcuSZVMYcdQ**,27197,Qual712-0618WaterUtilities,1,NA,91,18945984889963,1,3,1,1,1,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_etYxIvTMYURpdrf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:24:39,2015-03-19 19:25:20,1,1096554090,iZXUO4qzTRTeWdxmAsUqJg**,27197,Qual712-0618WaterUtilities,2,attention,41,NA,1,3,1,7,6,7,7,6,6,6,6,6,6,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6ioxfo7wpzjmwPr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:23:41,2015-03-19 19:26:48,1,1277806692,iZXUO4qzTRQRdJIupIAa5g**,27197,Qual712-0618WaterUtilities,1,NA,187,19205434553563,1,1,1,1,1,7,7,7,2,5,2,5,1,5,2,1,5,1,1,1,6,3,5,4,2,4,4,3,1,3,4,5,4,5
R_9L8ew45cT2hnOvP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:27:18,2015-03-19 19:29:14,1,1274924398,iZXUO4qzTRT0RLPSIiVgiA**,27197,Qual712-0618WaterUtilities,1,NA,116,19162113674743,1,1,1,2,2,6,6,6,6,2,2,2,2,6,6,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6
R_eFIgeUmNjdjMMKx,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:31:14,2015-03-19 19:31:59,1,1269115438,iZXUO4qzTRQT4ZM-SwSzQg**,27197,Qual712-0618WaterUtilities,2,attention,45,NA,1,1,1,6,6,6,6,6,6,6,6,6,7,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0iDhojYoKq3cM6h,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:29:08,2015-03-19 19:32:10,1,1131937364,iZXUO4qzTRT-sp0tYr_amw**,27197,Qual712-0618WaterUtilities,1,NA,182,17013018553723,1,1,1,2,2,4,4,5,5,3,3,3,3,5,2,1,6,3,5,4,4,5,5,5,6,4,6,5,5,4,4,6,4,4
R_eJagglzm7WaJ0DH,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:31:08,2015-03-19 19:32:42,1,1277549770,iZXUO4qzTRTG6XfteI0Ozg**,27197,Qual712-0618WaterUtilities,2,attention,94,NA,1,3,1,1,1,7,7,7,4,3,4,4,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ddmGmsEQ1sUSnyJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:35:26,2015-03-19 19:39:47,1,1251744991,iZXUO4qzTRQEl3pXPl6DGQ**,27197,Qual712-0618WaterUtilities,1,NA,261,18813727187533,1,1,1,1,7,6,2,1,6,2,2,1,1,6,7,1,5,7,5,6,7,5,5,6,5,6,5,6,6,5,7,7,6,6
R_9zgBvvMCXj4SoND,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:39:42,2015-03-19 19:44:27,1,1271508890,iZXUO4qzTRQIfUBPc7-ZCg**,27197,Qual712-0618WaterUtilities,2,attention,285,NA,1,1,1,3,5,5,4,5,5,6,5,5,3,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3KUvfSOZiWL6heJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:42:49,2015-03-19 19:44:58,1,1278649311,iZXUO4qzTRR5dXMHUmC2Tw**,27197,Qual712-0618WaterUtilities,2,attention,129,NA,1,1,1,1,2,5,5,7,7,3,2,4,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bIrnTFcgZeGQQJv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:35:18,2015-03-19 19:53:45,1,1264991921,iZXUO4qzTRSAQ1boSVMHUg**,27197,Qual712-0618WaterUtilities,1,NA,1107,19012828545433,1,2,1,1,1,7,6,7,7,2,1,2,1,1,5,1,7,5,7,7,6,6,7,7,7,7,6,7,6,7,6,7,6,7
R_cCrqje382CqzCD3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:43:08,2015-03-19 19:58:17,1,1132000143,iZXUO4qzTRQcAJkH1o0rvA**,27197,Qual712-0618WaterUtilities,1,NA,909,17013962122093,1,3,1,2,2,2,6,7,5,4,3,4,3,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6
R_b1uvQPcD3BmfceV,Default Response Set,Anonymous,NA,NA,0,2015-03-19 19:52:45,2015-03-19 20:00:39,1,1273128843,iZXUO4qzTRSVJ4GYyV1dng**,27197,Qual712-0618WaterUtilities,1,NA,474,19135126483093,1,2,1,1,5,7,7,7,5,4,1,6,4,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7
R_breC0odPHyi7xAN,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:08:05,2015-03-19 20:10:12,1,1080230191,iZXUO4qzTRQiR82-VTN3Iw**,27197,Qual712-0618WaterUtilities,1,NA,127,16235859743533,1,3,1,4,4,1,4,4,1,7,7,7,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_eevLRL7N1UkJaU5,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:21:10,2015-03-19 20:25:26,1,1132274047,iZXUO4qzTRS2H8Y-R1JeBA**,27197,Qual712-0618WaterUtilities,1,NA,256,17018078899213,1,2,1,1,2,6,7,7,4,5,2,4,3,2,1,1,7,5,5,4,7,6,6,4,4,3,5,4,4,2,4,6,4,2
R_0Hc122rzgPmWkuh,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:26:01,2015-03-19 20:32:43,1,1278652383,iZXUO4qzTRSe6tFtfJq4Lg**,27197,Qual712-0618WaterUtilities,1,NA,402,19218145289293,1,1,1,1,4,7,7,7,7,1,4,7,5,1,1,1,7,7,7,7,6,7,7,6,6,7,7,1,1,7,7,7,7,7
R_5b6GWVsUNGWOUGV,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:35:09,2015-03-19 20:36:13,1,1271926061,iZXUO4qzTRQtXKcHO8-zDw**,27197,Qual712-0618WaterUtilities,2,otherCity,64,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bCoSEA6LsW1u2c5,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:36:51,2015-03-19 20:37:23,1,1277748274,iZXUO4qzTRQ6qcunW7orbA**,27197,Qual712-0618WaterUtilities,2,otherCity,32,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4INtMgyhrfWt0hv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:37:37,2015-03-19 20:45:00,1,1276685809,iZXUO4qzTRRzmYu1oat1wg**,27197,Qual712-0618WaterUtilities,1,NA,443,19188587682073,1,1,1,2,4,6,6,6,3,6,4,4,4,6,2,1,5,6,6,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5
R_425CQuoeOGZjenj,Default Response Set,Anonymous,NA,NA,1,2015-03-19 20:52:44,2015-03-19 20:52:53,1,NA,NA,NA,Qual712-0618WaterUtilities,2,consent,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dhD5hhBJblEhfTL,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:54:22,2015-03-19 20:56:29,1,1217042212,iZXUO4qzTRTYRazih4c8OA**,27197,Qual712-0618WaterUtilities,1,NA,127,18292144419163,1,1,1,2,3,4,6,7,6,6,5,4,1,1,1,1,6,6,7,7,7,6,7,7,7,7,6,6,6,5,5,7,6,6
R_08wqfysu4zemllr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:50:24,2015-03-19 20:57:06,1,1265594618,iZXUO4qzTRStH2T5Uq2TxQ**,27197,Qual712-0618WaterUtilities,1,NA,402,19021887081343,1,1,1,1,2,6,7,7,1,7,4,7,4,1,1,1,7,7,7,3,3,6,4,4,4,4,4,4,4,4,4,6,4,4
R_9oR5jPSS82mdI3P,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:56:58,2015-03-19 21:02:01,1,1273210630,iZXUO4qzTRQlinpGUbT5LQ**,27197,Qual712-0618WaterUtilities,1,NA,303,19136355741703,1,2,1,1,1,7,7,7,1,6,2,6,1,4,1,1,7,5,3,4,1,3,3,5,7,7,5,5,4,5,6,4,5,6
R_daGVShfi1i0BjKd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 20:56:26,2015-03-19 21:04:54,1,1245886742,iZXUO4qzTRR-giLUydO3xQ**,27197,Qual712-0618WaterUtilities,2,attention,508,NA,1,1,1,2,2,6,5,7,2,7,7,7,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cBBQ77wzi2bW8HH,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:06:51,2015-03-19 21:07:18,1,1264602093,iZXUO4qzTRRPZUkBe2hcDw**,27197,Qual712-0618WaterUtilities,2,otherCity,27,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9EvrvU2wT65dX25,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:06:51,2015-03-19 21:09:29,1,1233689681,iZXUO4qzTRQlCC2iDYbBzQ**,27197,Qual712-0618WaterUtilities,1,NA,158,18542355878233,1,3,1,1,1,7,7,7,5,4,3,4,1,1,1,1,6,6,6,6,6,6,6,4,6,5,6,4,4,5,4,6,5,5
R_2a8aiLa9Ejcds5T,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:14:47,2015-03-19 21:15:12,1,1278577902,iZXUO4qzTRS7FoySnQWsHg**,27197,Qual712-0618WaterUtilities,2,otherCity,25,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1LgLxAsaAcTeiHz,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:40:20,2015-03-19 21:40:46,1,1276151633,iZXUO4qzTRSbadvg6fOeZg**,27197,Qual712-0618WaterUtilities,2,otherCity,26,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0pL8eooeSJOG3Yh,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:40:50,2015-03-19 21:42:24,1,1278603587,iZXUO4qzTRQ60rHmiTzyxQ**,27197,Qual712-0618WaterUtilities,2,attention,94,NA,1,3,1,1,1,7,7,7,4,1,1,4,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dnF2ykJrblMjCrH,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:34:57,2015-03-19 21:43:21,1,1274004323,iZXUO4qzTRTxte3PyfYn6Q**,27197,Qual712-0618WaterUtilities,1,NA,504,19148284947493,1,2,1,1,1,7,7,7,7,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_ezBnf29YCrBRfGB,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:49:48,2015-03-19 21:54:27,1,1278532307,iZXUO4qzTRTaKudQQ-h12Q**,27197,Qual712-0618WaterUtilities,1,NA,279,19216340547013,1,3,1,1,1,7,7,7,5,3,3,3,2,2,1,1,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,7,6,5
R_2lDQSijj3mGNmXr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:59:07,2015-03-19 21:59:33,1,1277980099,iZXUO4qzTRSHNbOfCDvOSQ**,27197,Qual712-0618WaterUtilities,2,otherCity,26,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_39v8KkRYVnV4OMt,Default Response Set,Anonymous,NA,NA,0,2015-03-19 22:06:29,2015-03-19 22:06:46,1,1277743491,iZXUO4qzTRRvC49dgA2HAQ**,27197,Qual712-0618WaterUtilities,2,otherCity,17,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9S9d6gqbVtkib5z,Default Response Set,Anonymous,NA,NA,0,2015-03-19 21:57:15,2015-03-19 22:10:02,1,1274372246,iZXUO4qzTRQHTX4FA8y65g**,27197,Qual712-0618WaterUtilities,1,NA,767,19153814830183,1,3,1,1,1,7,7,7,7,1,1,1,1,2,2,1,4,3,3,2,2,3,5,4,3,4,5,2,4,5,3,2,3,4
R_egqDFYCykDwWVlb,Default Response Set,Anonymous,NA,NA,0,2015-03-19 22:19:40,2015-03-19 22:20:06,1,1079270230,iZXUO4qzTRS26lq-d6751A**,27197,Qual712-0618WaterUtilities,2,otherCity,26,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0OK8luvzouAywAJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 22:21:24,2015-03-19 22:23:22,1,1277792787,iZXUO4qzTRTUtwxjkMCTGw**,27197,Qual712-0618WaterUtilities,2,attention,118,NA,1,3,1,2,2,6,6,6,5,2,2,2,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
